text,created_at,lat,lon,place,coordinates,location,polarity score,sentiment,emotion,party
😈✝️✝️✝️😈 @ United States Congress https://t.co/b3pYQ9OEYr,11/8/2016 15:27,38.71392,-121.2905149,"Place(name='Citrus Heights', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/a89175c4c91f45a3.json', full_name='Citrus Heights, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-121.331355, 38.663673], [-121.242804, 38.663673], [-121.242804, 38.722779], [-121.331355, 38.722779]]], type='Polygon'), contained_within=[], id='a89175c4c91f45a3')","{'coordinates': [-121.2905149, 38.71392], 'type': 'Point'}","California, USA",2.315120175,positive,Anger,Election
🇺🇸🇺🇸🇺🇸✊🏿🇺🇸🇺🇸🇺🇸SHUT UP and VOTE #iVoted #Election2016 #RockTheVote #CastYourBallot #ImWithHer… https://t.co/bxgnct3Ggj,11/8/2016 15:23,37.61783579,-77.4626179,"Place(name='Lakeside', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5c1e04e89b26b3fb.json', full_name='Lakeside, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.500713, 37.58881], [-77.455218, 37.58881], [-77.455218, 37.633827], [-77.500713, 37.633827]]], type='Polygon'), contained_within=[], id='5c1e04e89b26b3fb')","{'coordinates': [-77.4626179, 37.61783579], 'type': 'Point'}","Richmond, VA via Lima, Peru",0.108836579,negative,Anger,Hillary
🇺🇸VOTE! PROTECT YOUR FREEDOMS AND LIBERTIES! 🇺🇸#imwithher #democracy #democrat #gayboy #instagay… https://t.co/7XE1lug0Tb,11/8/2016 15:22,40.78505,-73.94969,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.94969, 40.78505], 'type': 'Point'}","New York, NY",54.51619135,positive,Anger,Hillary
Early morning stop before work... #election2016 #vote #america @ American Legion and Sons of the… https://t.co/Hp31clseSF,11/8/2016 15:21,45.02,-93.1,"Place(name='Little Canada', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/66cac6a4900d1831.json', full_name='Little Canada, MN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-93.106288, 45.006245], [-93.055806, 45.006245], [-93.055806, 45.043202], [-93.106288, 45.043202]]], type='Polygon'), contained_within=[], id='66cac6a4900d1831')","{'coordinates': [-93.1, 45.02], 'type': 'Point'}",Somewhere in Time,1,neutral,Anger,Election
"Eight people ahead of me in line. #voting #njvotes #election2016 (@ Voting At Mauger School in Middlesex, NJ) https://t.co/5XUbKrDwow",11/8/2016 15:21,39.7824,-104.892,"Place(name='Denver', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json', full_name='Denver, CO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]], type='Polygon'), contained_within=[], id='b49b3053b5c25bf5')","{'coordinates': [-104.892, 39.7824], 'type': 'Point'}","Denver, CO",0.108836579,negative,Anger,Election
Election Day 2016. Every vote counts so let your voice be heard and vote today. #election2016… https://t.co/UqlygoCS05,11/8/2016 15:20,39.33027,-76.60496,"Place(name='Baltimore', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c0b8e8dc81930292.json', full_name='Baltimore, MD', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.7115205, 39.197211], [-76.529443, 39.197211], [-76.529443, 39.372215], [-76.7115205, 39.372215]]], type='Polygon'), contained_within=[], id='c0b8e8dc81930292')","{'coordinates': [-76.60496, 39.33027], 'type': 'Point'}",Maryland/DC Area,0.108836579,negative,Anger,Election
ELECTION PREVIEW: Democrat incumbent Joe Moody is being challenged by Republican candidate Jeffrey Lane. https://t.co/iSg0F2UzTX,11/8/2016 15:18,40.24522053,-82.86352311,"Place(name='Sunbury', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/749fa5102a0ac63e.json', full_name='Sunbury, OH', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-82.886621, 40.228558], [-82.84257, 40.228558], [-82.84257, 40.259301], [-82.886621, 40.259301]]], type='Polygon'), contained_within=[], id='749fa5102a0ac63e')","{'coordinates': [-82.86352311, 40.24522053], 'type': 'Point'}","Columbus, OH",0.474579401,negative,Anger,Election
ELECTION PREVIEW: Democrat incumbent Joe Moody is being challenged by Republican candidate Jeffrey Lane.… https://t.co/MfXSbh73iF,11/8/2016 15:18,39.7321,-104.949,"Place(name='Denver', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b49b3053b5c25bf5.json', full_name='Denver, CO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-105.109815, 39.614151], [-104.734372, 39.614151], [-104.734372, 39.812975], [-105.109815, 39.812975]]], type='Polygon'), contained_within=[], id='b49b3053b5c25bf5')","{'coordinates': [-104.949, 39.7321], 'type': 'Point'}",right next to you,0.474579401,negative,Anger,Election
End of a three block line on the Upper East. Go vote! #election2016 https://t.co/5a1HB7kU5e https://t.co/2R5FosN0Lh,11/8/2016 15:18,39.91850791,-86.062956,"Place(name='Indianapolis', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/018929347840059e.json', full_name='Indianapolis, IN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]], type='Polygon'), contained_within=[], id='018929347840059e')","{'coordinates': [-86.062956, 39.91850791], 'type': 'Point'}",Indiana,0.057896815,negative,Anger,Election
Especially with a Republican controlled Congress. Oof.,11/8/2016 15:17,38.2150222,-89.9967049,"Place(name='Red Bud', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/48876bc71ccd06ea.json', full_name='Red Bud, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-90.017393, 38.193385], [-89.978463, 38.193385], [-89.978463, 38.220018], [-90.017393, 38.220018]]], type='Polygon'), contained_within=[], id='48876bc71ccd06ea')","{'coordinates': [-89.9967049, 38.2150222], 'type': 'Point'}",Land of Lincoln,21.27152655,positive,Anger,Trump
Every vote counts!  #Getoutandvote #Election2016 https://t.co/wKrjusLTRI,11/8/2016 15:17,40.7,-73.95,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.95, 40.7], 'type': 'Point'}",Usa,0.108836579,negative,Anger,Election
Every vote counts. Your vote your voice. #democracy #election2016 #tennis #tennismiami… https://t.co/TIvWQAZ0TY,11/8/2016 15:17,30.2672,-97.7639,"Place(name='Austin', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', full_name='Austin, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]], type='Polygon'), contained_within=[], id='c3f37afa9efcf94b')","{'coordinates': [-97.7639, 30.2672], 'type': 'Point'}",,0.108836579,negative,Anger,Hillary
EVERYONE NEEDS TO GO VOTE!!!! #ImWithHer #Election2016 It took me 2+ hours to vote. The state of… https://t.co/y8Wem48eg6,11/8/2016 15:17,42.9863,-71.4516,"Place(name='Manchester', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5e6cc87c609e3a59.json', full_name='Manchester, NH', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-71.5127219, 42.8909187], [-71.3754393, 42.8909187], [-71.3754393, 43.0514794], [-71.5127219, 43.0514794]]], type='Polygon'), contained_within=[], id='5e6cc87c609e3a59')","{'coordinates': [-71.4516, 42.9863], 'type': 'Point'}",New England,1,neutral,Anger,Hillary
Exercise your right to vote for candidate of your choice. #vote #election2016 @ Brookland Middle https://t.co/dZSvx4BWZK,11/8/2016 15:16,38.6176,-122.866,"Place(name='Healdsburg', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/526d2258fff0f7ad.json', full_name='Healdsburg, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.886015, 38.592585], [-122.8423631, 38.592585], [-122.8423631, 38.647824], [-122.886015, 38.647824]]], type='Polygon'), contained_within=[], id='526d2258fff0f7ad')","{'coordinates': [-122.866, 38.6176], 'type': 'Point'}",Northern California,0.926848254,negative,Anger,Election
Finally ink vote machine to put in ballot is functioning #Election2016 (@ Diamond Bar Golf Course) https://t.co/bJNLbp5a5t,11/8/2016 15:13,32.68065045,-117.1785221,"Place(name='Coronado', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0c2e19c2631eb155.json', full_name='Coronado, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-117.227156, 32.585524], [-117.117931, 32.585524], [-117.117931, 32.71468], [-117.227156, 32.71468]]], type='Polygon'), contained_within=[], id='0c2e19c2631eb155')","{'coordinates': [-117.17852209, 32.68065045], 'type': 'Point'}","Washington, DC",0.057896815,negative,Anger,Election
Get it? 🌈✌🏾️💗🇺🇸 #imwithher #election2016 @ Salem Evangelical… https://t.co/qKBZUPYjnJ,11/8/2016 15:08,35.319519,-97.593906,"Place(name='Oklahoma', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/bd3d2074a33fbd06.json', full_name='Oklahoma, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-103.0026515, 33.615765], [-94.431332, 33.615765], [-94.431332, 37.002328], [-103.0026515, 37.002328]]], type='Polygon'), contained_within=[], id='bd3d2074a33fbd06')","{'coordinates': [-97.593906, 35.319519], 'type': 'Point'}",The Oklahellmouth,0.055728215,negative,Anger,Hillary
Get off yer asses and do it!!  #election2016 @ The Leaning Studio of Greene https://t.co/EEhVWsQ81E,11/8/2016 15:08,25.77307468,-80.2411398,"Place(name='Miami', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/04cb31bae3b3af93.json', full_name='Miami, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]], type='Polygon'), contained_within=[], id='04cb31bae3b3af93')","{'coordinates': [-80.2411398, 25.77307468], 'type': 'Point'}",L.A. | MIAMI,0.055728215,negative,Anger,Election
Get out and exercise your right to vote ! Vote Hard. As Hard as you can. #America #election2016… https://t.co/8pthsk3K0F,11/8/2016 15:07,40.68595504,-73.96586637,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.96586637, 40.68595504], 'type': 'Point'}","New York, NY",0.493047125,negative,Anger,Election
Get out there &amp; cast YOUR vote!! #november #election2016 #vote #bethechange @ Greener Acres Free… https://t.co/Y6WG2nBrnl,11/8/2016 15:05,47.46806,-122.22995,"Place(name='Renton', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/a96f188f5de647b5.json', full_name='Renton, WA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.253717, 47.423263], [-122.135079, 47.423263], [-122.135079, 47.539933], [-122.253717, 47.539933]]], type='Polygon'), contained_within=[], id='a96f188f5de647b5')","{'coordinates': [-122.22995, 47.46806], 'type': 'Point'}","Seattle, Wa",0.037452656,negative,Anger,Election
Get out there and #vote #election2016 @ Northview Church https://t.co/KmftQFxkI3,11/8/2016 15:05,32.07546837,-81.09326067,"Place(name='Savannah', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/00e9226863a6e5a4.json', full_name='Savannah, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-81.188663, 31.922596], [-81.03057, 31.922596], [-81.03057, 32.111973], [-81.188663, 32.111973]]], type='Polygon'), contained_within=[], id='00e9226863a6e5a4')","{'coordinates': [-81.09326067, 32.07546837], 'type': 'Point'}","Marietta, GA",0.055728215,negative,Anger,Election
Get out there and #vote people! #election2016 #makeamericagreatagain #donaldtrump vs. #imwithher… https://t.co/lnfeWMIRxB,11/8/2016 15:05,46.81025332,-96.80574097,"Place(name='Fargo', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5c8fea63bc3faa5b.json', full_name='Fargo, ND', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-96.903853, 46.787881], [-96.756332, 46.787881], [-96.756332, 46.941884], [-96.903853, 46.941884]]], type='Polygon'), contained_within=[], id='5c8fea63bc3faa5b')","{'coordinates': [-96.80574097, 46.81025332], 'type': 'Point'}",fargo,0.055728215,negative,Anger,Hillary
Get out there and vote. #letsmakeamericagreatagain #trump #trump2016 #election2016… https://t.co/KlIkePiNJo,11/8/2016 15:04,33.9919633,-118.4781904,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.47819039, 33.9919633], 'type': 'Point'}","Venice Beach, Los Angeles",1,neutral,Anger,Trump
GET UP!  GET OUT! VOTE! #election2016 #myright #myvoice #myobligation #leadwithlove❤… https://t.co/A9KXzRXzQa,11/8/2016 15:03,34.03389,-118.20444,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.20444, 34.03389], 'type': 'Point'}","San Francisco, CA",0.055728215,negative,Anger,Election
Get up. Get going. Get to the ballot box. #vote #ivoted #election2016 #election #NC @ Wake… https://t.co/9GSEALGibc,11/8/2016 15:02,40.8388,-73.8952,"Place(name='Bronx', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/002e24c6736f069d.json', full_name='Bronx, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]], type='Polygon'), contained_within=[], id='002e24c6736f069d')","{'coordinates': [-73.8952, 40.8388], 'type': 'Point'}","IMaCITYgURL, NEWyORKthATiS",0.055728215,negative,Anger,Election
"Get Yo Ass Out And #Vote!!! 
--–------––
#imwithher #election2016 #tyronesmith #instadaily… https://t.co/0fg5x8xiwn",11/8/2016 15:02,34.36549922,-89.53411448,"Place(name='Oxford', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b86cd6ef7a54d640.json', full_name='Oxford, MS', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-89.571643, 34.321375], [-89.495897, 34.321375], [-89.495897, 34.387965], [-89.571643, 34.387965]]], type='Polygon'), contained_within=[], id='b86cd6ef7a54d640')","{'coordinates': [-89.53411448, 34.36549922], 'type': 'Point'}","Oxford, MS",0.055728215,negative,Anger,Hillary
Get your asses out and vote today. That is all. #IVoted #Election2016 🇺🇸 @ Lemons Mill Elementary https://t.co/rLBmBnwRRm,11/8/2016 15:01,40.76916667,-73.96555556,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.96555556, 40.76916667], 'type': 'Point'}",New York,0.055728215,negative,Anger,Election
Get your vote on people!!!! #Vote2016 #Election2016 #ElectionDay https://t.co/pvfGTDMZnS,11/8/2016 15:01,39.619751,-105.013969,"Place(name='Littleton', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/910868722e1e4825.json', full_name='Littleton, CO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-105.062023, 39.563868], [-104.973551, 39.563868], [-104.973551, 39.62983], [-105.062023, 39.62983]]], type='Polygon'), contained_within=[], id='910868722e1e4825')","{'coordinates': [-105.013969, 39.619751], 'type': 'Point'}",Denver,0.055728215,negative,Anger,Election
Go get your #iVoted stickers today! Make your voice heard #America! #Vote2016 #election2016… https://t.co/E2GsU5tEdB,11/8/2016 15:00,38.8951,-77.0367,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.0367, 38.8951], 'type': 'Point'}","Washington, DC",0.108836579,negative,Anger,Election
Go Out &amp; Vote People❗️🇺🇸🤘🏽 #Democrat #ImWithHER @ Schenectady High… https://t.co/JE67KwXz2R,11/8/2016 14:59,40.71537,-73.95697,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.95697, 40.71537], 'type': 'Point'}","Brooklyn, NY",19.71547723,positive,Anger,Hillary
"Go out and vote y'all! Even if you dislike both candidates, still vote!! #vote #election2016 @… https://t.co/FnDOZVWuHx",11/8/2016 14:58,40.78694444,-73.97527778,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.97527778, 40.78694444], 'type': 'Point'}",New York ,0.474579401,negative,Anger,Election
Go vote. We're fucked either way. #dumptrump #vote #electionday #election2016 #november #potus… https://t.co/wjrFa4cFcN,11/8/2016 14:54,34.28639869,-118.4504165,"Place(name='San Fernando', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/aa755c5c1b8e341b.json', full_name='San Fernando, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.456347, 34.273334], [-118.4156704, 34.273334], [-118.4156704, 34.304639], [-118.456347, 34.304639]]], type='Polygon'), contained_within=[], id='aa755c5c1b8e341b')","{'coordinates': [-118.45041651, 34.28639869], 'type': 'Point'}","Toluca Lake, California",0.055728215,negative,Anger,Hillary
"Happy #election2016! Woke up extra early today. Long lines, but with the wait. Now go #VOTE!… https://t.co/4EDfA4JBo0",11/8/2016 14:45,39.0242615,-94.2678604,"Place(name='Blue Springs', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/24af70ccf8cd2bfb.json', full_name='Blue Springs, MO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-94.337321, 38.962193], [-94.220922, 38.962193], [-94.220922, 39.067528], [-94.337321, 39.067528]]], type='Polygon'), contained_within=[], id='24af70ccf8cd2bfb')","{'coordinates': [-94.2678604, 39.0242615], 'type': 'Point'}",,0.512035707,negative,Anger,Election
I bought the T-shirt and I'm gonna wear it!  #nastywoman #election2016 #imwithher #lapislazuli… https://t.co/Hnr2dRZ3ww,11/8/2016 14:33,42.906688,-85.763042,"Place(name='Grandville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6231ced9cc2b96aa.json', full_name='Grandville, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-85.782296, 42.873971], [-85.732351, 42.873971], [-85.732351, 42.933431], [-85.782296, 42.933431]]], type='Polygon'), contained_within=[], id='6231ced9cc2b96aa')","{'coordinates': [-85.763042, 42.906688], 'type': 'Point'}",,0.108836579,negative,Anger,Hillary
"I don't care if you're a Republican, Democrat, Independent, bald… https://t.co/gmOHgqpuAg",11/8/2016 14:31,33.99200411,-80.99189464,"Place(name='South Carolina', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6057f1e35bcc6c20.json', full_name='South Carolina, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.353955, 32.04683], [-78.499301, 32.04683], [-78.499301, 35.215449], [-83.353955, 35.215449]]], type='Polygon'), contained_within=[], id='6057f1e35bcc6c20')","{'coordinates': [-80.99189464, 33.99200411], 'type': 'Point'}",,54.51619135,positive,Anger,Election
I don't think this is what they meant by early #voting #election2016 @ Wolfe Shelterhouse https://t.co/TFnL4MilXq,11/8/2016 14:31,39.2042,-96.3083,"Place(name='Wamego', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/87f5cf8444a63c94.json', full_name='Wamego, KS', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-96.328615, 39.194739], [-96.286621, 39.194739], [-96.286621, 39.2173], [-96.328615, 39.2173]]], type='Polygon'), contained_within=[], id='87f5cf8444a63c94')","{'coordinates': [-96.3083, 39.2042], 'type': 'Point'}",,1,neutral,Anger,Election
"I exercised this morning. My right to vote, that is. #election2016… https://t.co/nGU8AvlKvL",11/8/2016 14:30,39.95338,-83.01472,"Place(name='Columbus', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json', full_name='Columbus, OH', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.200169, 39.832013], [-82.7713751, 39.832013], [-82.7713751, 40.157354], [-83.200169, 40.157354]]], type='Polygon'), contained_within=[], id='3df0e3eb1e91170b')","{'coordinates': [-83.01472, 39.95338], 'type': 'Point'}","Columbus, OH",19.71547723,positive,Anger,Election
"I get out and I voted! ... #voted #ivoted #election2016 #electionday @ Wappingers Falls, New York https://t.co/O2Enadg5hJ",11/8/2016 14:30,36.0363,-95.7836,"Place(name='Broken Arrow', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/f3665f19993977ca.json', full_name='Broken Arrow, OK', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-95.8685756, 35.959581], [-95.671814, 35.959581], [-95.671814, 36.11903], [-95.8685756, 36.11903]]], type='Polygon'), contained_within=[], id='f3665f19993977ca')","{'coordinates': [-95.7836, 36.0363], 'type': 'Point'}",Oklahoma,0.055728215,negative,Anger,Election
